linenumber,timecode_in,timecode_out,text,season,episode,episode_name
304,00:15:02.806,00:15:04.834,"give her back right now, or else!",S01,E01,Tourist Trapped
305,00:15:04.835,00:15:07.755,"you think you can stop us, boy?",S01,E01,Tourist Trapped
306,00:15:07.756,00:15:10.750,you have no idea what we're capable of.,S01,E01,Tourist Trapped
307,00:15:10.751,00:15:12.817,the gnomes are a powerful race!,S01,E01,Tourist Trapped
308,00:15:12.818,00:15:14.826,do not trifle with the...,S01,E01,Tourist Trapped
309,00:15:14.827,00:15:16.785,aaaah!,S01,E01,Tourist Trapped
310,00:15:19.756,00:15:21.771,he's getting away with our queen!,S01,E01,Tourist Trapped
311,00:15:21.772,00:15:22.785,"no, no, no!!!",S01,E01,Tourist Trapped
312,00:15:22.786,00:15:23.806,seat belt.,S01,E01,Tourist Trapped
313,00:15:25.831,00:15:29.746,"you've messed with the wrong creatures, boy.",S01,E01,Tourist Trapped
314,00:15:29.747,00:15:32.831,gnomes of the forest... assemble!,S01,E01,Tourist Trapped
315,00:15:44.777,00:15:46.826,hurry! before they come after us!,S01,E01,Tourist Trapped
316,00:15:46.827,00:15:47.827,i wouldn't worry about it.,S01,E01,Tourist Trapped
317,00:15:47.828,00:15:51.743,you see their little legs? suckers are tiny.,S01,E01,Tourist Trapped
318,00:15:56.747,00:15:57.747,dang.,S01,E01,Tourist Trapped
319,00:15:59.756,00:16:01.818,"all right, teamwork, guys! like we practiced.",S01,E01,Tourist Trapped
320,00:16:04.739,00:16:05.751,move. move!,S01,E01,Tourist Trapped
321,00:16:09.810,00:16:12.814,- come back with our queen! - it's getting closer!,S01,E01,Tourist Trapped
322,00:16:12.817,00:16:14.780,eh!,S01,E01,Tourist Trapped
323,00:16:14.781,00:16:16.772,yahh!,S01,E01,Tourist Trapped
324,00:16:21.777,00:16:23.746,brahh!!,S01,E01,Tourist Trapped
325,00:16:23.747,00:16:25.772,shmebulock!,S01,E01,Tourist Trapped
326,00:16:28.831,00:16:30.746,"i'll save you, dipper!",S01,E01,Tourist Trapped
327,00:16:30.747,00:16:33.738,uh! ow! uh! uh! uh! uh! uh!,S01,E01,Tourist Trapped
328,00:16:33.739,00:16:34.739,uh!!!,S01,E01,Tourist Trapped
329,00:16:35.827,00:16:38.739,"- thanks, mabel. - don't mention it.",S01,E01,Tourist Trapped
330,00:16:40.751,00:16:41.827,yahh!,S01,E01,Tourist Trapped
331,00:16:43.739,00:16:44.806,look out!,S01,E01,Tourist Trapped
332,00:16:54.827,00:16:56.796,"stay back, man!",S01,E01,Tourist Trapped
333,00:16:56.797,00:16:58.835,uhh!,S01,E01,Tourist Trapped
334,00:17:00.768,00:17:02.763,where's grunkle stan?,S01,E01,Tourist Trapped
335,00:17:02.764,00:17:04.742,behold!,S01,E01,Tourist Trapped
336,00:17:04.743,00:17:06.796,the world's most distracting object!,S01,E01,Tourist Trapped
337,00:17:06.797,00:17:09.739,- oooh! - just try to look away... you can't!,S01,E01,Tourist Trapped
338,00:17:10.822,00:17:12.830,i can't even remember what i was talkin' about.,S01,E01,Tourist Trapped
339,00:17:12.831,00:17:15.767,"it's the end of the line, kids.",S01,E01,Tourist Trapped
340,00:17:15.768,00:17:18.738,"mabel, marry us before we do something crazy!",S01,E01,Tourist Trapped
341,00:17:18.739,00:17:20.750,there's gotta be a way out of this!,S01,E01,Tourist Trapped
342,00:17:20.751,00:17:23.739,- i gotta do it. - what?!,S01,E01,Tourist Trapped
343,00:17:23.742,00:17:25.750,"mabel, don't do this! are you crazy?",S01,E01,Tourist Trapped
344,00:17:25.751,00:17:27.743,- trust me. - what?!,S01,E01,Tourist Trapped
345,00:17:27.746,00:17:30.764,"dipper, just this once... trust me.",S01,E01,Tourist Trapped
346,00:17:34.751,00:17:37.814,"- all right, jeff, i'll marry you. - hot dog!",S01,E01,Tourist Trapped
347,00:17:37.817,00:17:40.805,"help me down there, jason. thanks. andy, left foot,",S01,E01,Tourist Trapped
348,00:17:40.806,00:17:43.764,"there we go, watch those fingers, mike.",S01,E01,Tourist Trapped
349,00:17:45.814,00:17:46.831,ehh? ehh?,S01,E01,Tourist Trapped
350,00:17:49.739,00:17:50.827,"bada-bing, bada-bam!",S01,E01,Tourist Trapped
351,00:17:50.828,00:17:52.827,"now let's get you back into the forest, honey!",S01,E01,Tourist Trapped
352,00:17:52.828,00:17:54.830,you may now kiss the bride.,S01,E01,Tourist Trapped
353,00:17:54.831,00:17:58.739,"well, uh, don't mind if i do.",S01,E01,Tourist Trapped
354,00:18:01.831,00:18:03.767,aah!,S01,E01,Tourist Trapped
355,00:18:03.768,00:18:06.742,"hey, wait a minute! ahh-aahh...",S01,E01,Tourist Trapped
356,00:18:06.743,00:18:09.821,whoa! whoa! w-what's going on?,S01,E01,Tourist Trapped
357,00:18:09.822,00:18:11.746,aah! aaah!,S01,E01,Tourist Trapped
358,00:18:11.747,00:18:13.826,that's for lying to me!,S01,E01,Tourist Trapped
359,00:18:13.827,00:18:15.821,that's for breaking my heart!,S01,E01,Tourist Trapped
360,00:18:15.822,00:18:17.776,ow! my face!,S01,E01,Tourist Trapped
361,00:18:17.777,00:18:21.759,and this is for messing with my brother!,S01,E01,Tourist Trapped
362,00:18:21.760,00:18:23.760,- wanna do the honors? - on three.,S01,E01,Tourist Trapped
363,00:18:23.763,00:18:25.747,"one, two, three!",S01,E01,Tourist Trapped
364,00:18:27.760,00:18:31.747,i'll... get you back for this!!!!!,S01,E01,Tourist Trapped
365,00:18:32.747,00:18:33.827,who's giving orders? i need orders!,S01,E01,Tourist Trapped
366,00:18:33.828,00:18:36.809,my arms are tired!,S01,E01,Tourist Trapped
367,00:18:36.810,00:18:38.760,anyone else wants some?,S01,E01,Tourist Trapped
368,00:18:44.777,00:18:45.801,baaaa!,S01,E01,Tourist Trapped
369,00:18:48.743,00:18:50.746,"hey, dipper. i, um,",S01,E01,Tourist Trapped
370,00:18:50.747,00:18:52.771,i'm sorry for ignoring your advice.,S01,E01,Tourist Trapped
371,00:18:52.772,00:18:54.776,you really were just looking out for me.,S01,E01,Tourist Trapped
372,00:18:54.777,00:18:58.738,"oh, don't be like that. you saved our butts back there.",S01,E01,Tourist Trapped
373,00:18:58.739,00:19:00.771,i guess i'm just sad that my first boyfriend,S01,E01,Tourist Trapped
374,00:19:00.772,00:19:02.764,turned out to be a bunch of gnomes.,S01,E01,Tourist Trapped
375,00:19:02.765,00:19:05.788,look on the bright side... maybe the next one will be a vampire.,S01,E01,Tourist Trapped
376,00:19:05.789,00:19:07.834,you're just saying that.,S01,E01,Tourist Trapped
377,00:19:07.835,00:19:09.830,awkward sibling hug?,S01,E01,Tourist Trapped
378,00:19:09.831,00:19:11.809,awkward sibling hug.,S01,E01,Tourist Trapped
379,00:19:11.810,00:19:13.831,- pat pat. - pat pat.,S01,E01,Tourist Trapped
380,00:19:16.739,00:19:18.809,sheesh! you two get hit by a bus or somethin'?,S01,E01,Tourist Trapped
381,00:19:18.810,00:19:19.810,aha!,S01,E01,Tourist Trapped
382,00:19:22.772,00:19:24.746,"uh, hey!",S01,E01,Tourist Trapped
383,00:19:24.747,00:19:25.797,w-wouldn't you know it?,S01,E01,Tourist Trapped
384,00:19:25.798,00:19:28.763,"um, i accidentally overstocked some inventory,",S01,E01,Tourist Trapped
385,00:19:28.764,00:19:32.738,so how's about each of you take one item from the gift shop on the house?,S01,E01,Tourist Trapped
386,00:19:32.739,00:19:33.827,- really? - what's the catch?,S01,E01,Tourist Trapped
387,00:19:33.830,00:19:37.809,the catch is do it before i change my mind. now take something.,S01,E01,Tourist Trapped
388,00:19:37.810,00:19:39.822,- hmm... - oooh! hoo-hoo-hoo-hoo!,S01,E01,Tourist Trapped
389,00:19:42.747,00:19:44.817,hmm. that oughta do the trick.,S01,E01,Tourist Trapped
390,00:19:44.818,00:19:47.817,and i will have a...,S01,E01,Tourist Trapped
391,00:19:47.818,00:19:49.805,grappling hook!,S01,E01,Tourist Trapped
392,00:19:49.806,00:19:53.806,- yes! - wouldn't you rather have a doll or something?,S01,E01,Tourist Trapped
393,00:19:56.764,00:19:58.835,- grappling hook! - fair enough.,S01,E01,Tourist Trapped
394,00:20:02.764,00:20:05.738,"""this journal told me there was no one in gravity falls",S01,E01,Tourist Trapped
395,00:20:05.739,00:20:06.829,"""i could trust.",S01,E01,Tourist Trapped
396,00:20:06.830,00:20:08.801,"""but when you battle a hundred gnomes",S01,E01,Tourist Trapped
397,00:20:08.802,00:20:10.746,"""side-by-side with someone,",S01,E01,Tourist Trapped
398,00:20:10.747,00:20:13.830,"you realize that they've probably always got your back.""",S01,E01,Tourist Trapped
399,00:20:13.831,00:20:15.827,"hey, mabel, could you get the light?",S01,E01,Tourist Trapped
400,00:20:15.828,00:20:17.743,i'm on it.,S01,E01,Tourist Trapped
401,00:20:18.797,00:20:20.742,it worked!,S01,E01,Tourist Trapped
402,00:20:20.743,00:20:22.831,- ha ha ha! - these grappling hooks...,S01,E01,Tourist Trapped
403,00:20:22.834,00:20:25.771,our uncle told us there was nothing strange about this town.,S01,E01,Tourist Trapped
404,00:20:25.772,00:20:27.788,but who knows what other secrets,S01,E01,Tourist Trapped
405,00:20:27.789,00:20:29.797,are waiting to be unlocked?,S01,E01,Tourist Trapped
406,00:20:30.222,00:20:43.835,subtitles by memoryonsmells http://uksubtitles.ru. support us and donate.,S01,E01,Tourist Trapped
407,00:20:43.835,00:20:45.738,aaah!,S01,E01,Tourist Trapped
408,00:20:45.739,00:20:46.826,bleahh...,S01,E01,Tourist Trapped
409,00:20:46.827,00:20:48.776,eahhh...,S01,E01,Tourist Trapped
410,00:20:48.777,00:20:50.750,eahhhh...,S01,E01,Tourist Trapped
411,00:20:50.751,00:20:52.750,eahhh...,S01,E01,Tourist Trapped
412,00:20:52.751,00:20:54.746,eahhhh...,S01,E01,Tourist Trapped
413,00:20:54.747,00:20:55.826,eahhh...,S01,E01,Tourist Trapped
414,00:20:55.827,00:20:57.805,eahhhh...,S01,E01,Tourist Trapped
415,00:20:57.806,00:20:59.796,eahhh...,S01,E01,Tourist Trapped
416,00:20:59.797,00:21:01.755,eahhhh...,S01,E01,Tourist Trapped
417,00:21:01.756,00:21:03.750,eahhh...,S01,E01,Tourist Trapped
418,00:21:03.751,00:21:04.830,eahhhh...,S01,E01,Tourist Trapped
419,00:21:04.831,00:21:06.750,eahhh...,S01,E01,Tourist Trapped
420,00:21:06.751,00:21:07.751,eahhhh.,S01,E01,Tourist Trapped
1,00:00:07.771,00:00:10.733,are you ready for the ultimate challenge?,S01,E02,The Legend of the Gobblewonker
2,00:00:10.734,00:00:11.813,i'm always ready!,S01,E02,The Legend of the Gobblewonker
3,00:00:11.814,00:00:13.812,then you know what this means!,S01,E02,The Legend of the Gobblewonker
4,00:00:13.813,00:00:16.741,syrup race! ahh...,S01,E02,The Legend of the Gobblewonker
5,00:00:16.742,00:00:19.725,"- go, sir syrup! - go, mountie man!",S01,E02,The Legend of the Gobblewonker
6,00:00:19.728,00:00:21.796,- go go! go go! - almost... almost...,S01,E02,The Legend of the Gobblewonker
7,00:00:21.799,00:00:23.812,yes!,S01,E02,The Legend of the Gobblewonker
8,00:00:23.813,00:00:25.733,i won!,S01,E02,The Legend of the Gobblewonker
9,00:00:25.734,00:00:27.724,bleah.,S01,E02,The Legend of the Gobblewonker
10,00:00:27.725,00:00:28.799,"ho ho, no way!",S01,E02,The Legend of the Gobblewonker
11,00:00:28.800,00:00:30.728,"hey, mabel, check this out.",S01,E02,The Legend of the Gobblewonker
12,00:00:30.729,00:00:32.703,human-sized hamster balls?,S01,E02,The Legend of the Gobblewonker
13,00:00:32.704,00:00:34.762,i'm human-sized!,S01,E02,The Legend of the Gobblewonker
14,00:00:34.763,00:00:35.817,"no, no, mabel. this.",S01,E02,The Legend of the Gobblewonker
15,00:00:35.818,00:00:38.749,we see weirder stuff than that every day.,S01,E02,The Legend of the Gobblewonker
16,00:00:38.750,00:00:40.742,"we didn't get any photos of those gnomes, did we?",S01,E02,The Legend of the Gobblewonker
17,00:00:40.743,00:00:43.770,"nope, just memories. and this beard hair.",S01,E02,The Legend of the Gobblewonker
18,00:00:43.771,00:00:45.788,- why did you save that? - mm-mm-mm.,S01,E02,The Legend of the Gobblewonker
19,00:00:45.791,00:00:47.783,"uhh! good morning, knuckleheads.",S01,E02,The Legend of the Gobblewonker
20,00:00:47.784,00:00:49.741,you two know what day it is?,S01,E02,The Legend of the Gobblewonker
21,00:00:49.742,00:00:50.750,um... happy anniversary?,S01,E02,The Legend of the Gobblewonker
22,00:00:50.751,00:00:53.717,- mazel tov! - baah!,S01,E02,The Legend of the Gobblewonker
23,00:00:53.720,00:00:55.724,"it's family fun day, genius!",S01,E02,The Legend of the Gobblewonker
24,00:00:55.725,00:00:57.784,"we're cuttin' off work and havin' one of those, ya know,",S01,E02,The Legend of the Gobblewonker
25,00:00:57.785,00:00:59.778,bonding-type deals.,S01,E02,The Legend of the Gobblewonker
26,00:00:59.779,00:01:03.737,"grunkle stan, is this gonna be anything like our last family bonding day?",S01,E02,The Legend of the Gobblewonker
27,00:01:03.738,00:01:06.799,you call that ben franklin? he looks like a woman!,S01,E02,The Legend of the Gobblewonker
28,00:01:06.800,00:01:08.816,uh-oh!,S01,E02,The Legend of the Gobblewonker
29,00:01:08.817,00:01:11.812,ohh! the county jail was so cold.,S01,E02,The Legend of the Gobblewonker
30,00:01:11.813,00:01:14.787,"all right, maybe i haven't been the best summer caretaker.",S01,E02,The Legend of the Gobblewonker
31,00:01:14.788,00:01:17.799,"but i swear, today we're gonna have some real family fun.",S01,E02,The Legend of the Gobblewonker
32,00:01:17.800,00:01:21.728,"now, who wants to put on some blindfolds and get into my car?",S01,E02,The Legend of the Gobblewonker
33,00:01:21.729,00:01:22.738,- yay! - yay!,S01,E02,The Legend of the Gobblewonker
34,00:01:22.741,00:01:23.757,wait. what?,S01,E02,The Legend of the Gobblewonker
35,00:01:23.758,00:02:02.696,subtitles by memoryonsmells. http://uksubtitles.ru. support us and donate.,S01,E02,The Legend of the Gobblewonker
36,00:02:07.002,00:02:08.638,whoa! whoa!,S01,E02,The Legend of the Gobblewonker
37,00:02:08.713,00:02:10.766,blindfolds never lead to anything good.,S01,E02,The Legend of the Gobblewonker
38,00:02:10.767,00:02:14.712,wow. i feel like all my other senses are heightened.,S01,E02,The Legend of the Gobblewonker
39,00:02:14.713,00:02:16.775,i can see with my fingers.,S01,E02,The Legend of the Gobblewonker
40,00:02:16.776,00:02:18.713,- oh! - oh!,S01,E02,The Legend of the Gobblewonker
41,00:02:18.714,00:02:20.738,"grunkle stan, are you wearing a blindfold?",S01,E02,The Legend of the Gobblewonker
42,00:02:20.739,00:02:23.737,"ha ha! nah, but with these cataracts, i might as well be.",S01,E02,The Legend of the Gobblewonker
43,00:02:23.738,00:02:25.722,"what is that, a woodpecker?",S01,E02,The Legend of the Gobblewonker
44,00:02:27.709,00:02:30.755,"okay, okay, open 'em up.",S01,E02,The Legend of the Gobblewonker
45,00:02:32.692,00:02:34.737,ta-da! it's fishin' season!,S01,E02,The Legend of the Gobblewonker
46,00:02:34.738,00:02:36.738,"- fishing? - what are you playing at, old man?",S01,E02,The Legend of the Gobblewonker
47,00:02:36.741,00:02:38.741,you're gonna love it! the whole town's out here!,S01,E02,The Legend of the Gobblewonker
48,00:02:38.742,00:02:41.745,"here, fishy-fishies! get into the pan.",S01,E02,The Legend of the Gobblewonker
49,00:02:41.746,00:02:43.687,"say ""cheese.""",S01,E02,The Legend of the Gobblewonker
50,00:02:43.688,00:02:44.775,aaaah!,S01,E02,The Legend of the Gobblewonker
51,00:02:44.776,00:02:46.750,"uh, is this good?",S01,E02,The Legend of the Gobblewonker
52,00:02:46.751,00:02:47.779,no!!!,S01,E02,The Legend of the Gobblewonker
53,00:02:47.780,00:02:50.738,i'll show you how a real man fishes!,S01,E02,The Legend of the Gobblewonker
54,00:02:51.742,00:02:53.691,grr! aaah!,S01,E02,The Legend of the Gobblewonker
55,00:02:53.692,00:02:54.738,ha ha ha ha ha!,S01,E02,The Legend of the Gobblewonker
56,00:02:54.739,00:02:56.704,hyeah! uhh!,S01,E02,The Legend of the Gobblewonker
57,00:02:56.705,00:02:58.754,- dead! dead! - dead! dead!,S01,E02,The Legend of the Gobblewonker
58,00:02:58.755,00:03:00.741,get him! get him!,S01,E02,The Legend of the Gobblewonker
59,00:03:00.742,00:03:02.738,that's some quality family bonding!,S01,E02,The Legend of the Gobblewonker
60,00:03:02.739,00:03:05.733,"uncle stan, why do you want to bond with us all of a sudden?",S01,E02,The Legend of the Gobblewonker
61,00:03:05.734,00:03:07.725,"come on, this is gonna be great!",S01,E02,The Legend of the Gobblewonker
62,00:03:07.726,00:03:09.694,i've never had fishin' buddies before.,S01,E02,The Legend of the Gobblewonker
63,00:03:09.695,00:03:11.692,the guys from the lodge won't go with me.,S01,E02,The Legend of the Gobblewonker
64,00:03:11.693,00:03:13.721,they don't like or trust me.,S01,E02,The Legend of the Gobblewonker
65,00:03:13.722,00:03:16.683,i think he actually wants to fish with us.,S01,E02,The Legend of the Gobblewonker
66,00:03:16.684,00:03:18.733,"hey, i know what'll cheer you sad sacks up.",S01,E02,The Legend of the Gobblewonker
67,00:03:18.734,00:03:21.704,pow! pines family fishin' hats.,S01,E02,The Legend of the Gobblewonker
68,00:03:21.705,00:03:23.745,"that's hand-stitching, ya know.",S01,E02,The Legend of the Gobblewonker
69,00:03:23.746,00:03:27.766,"it's just gonna be you, me, and those goofy hats on a boat for ten hours!",S01,E02,The Legend of the Gobblewonker
70,00:03:27.767,00:03:28.771,ten hours?!,S01,E02,The Legend of the Gobblewonker
71,00:03:28.772,00:03:31.745,i brought the joke book.,S01,E02,The Legend of the Gobblewonker
72,00:03:31.746,00:03:33.687,no. no!,S01,E02,The Legend of the Gobblewonker
73,00:03:33.688,00:03:34.742,there has to be a way out of this.,S01,E02,The Legend of the Gobblewonker
74,00:03:34.743,00:03:36.712,i seen it!,S01,E02,The Legend of the Gobblewonker
75,00:03:36.713,00:03:38.684,i seen it again!,S01,E02,The Legend of the Gobblewonker
76,00:03:42.701,00:03:43.750,hoo hoo hoo!,S01,E02,The Legend of the Gobblewonker
77,00:03:43.751,00:03:45.762,the gravity falls gobblewonker!,S01,E02,The Legend of the Gobblewonker
78,00:03:45.763,00:03:48.750,come quick before he scramdoodles away!,S01,E02,The Legend of the Gobblewonker
79,00:03:48.751,00:03:50.758,ha ha hoo-ah!,S01,E02,The Legend of the Gobblewonker
80,00:03:50.759,00:03:53.758,aw. he's doing a happy jig.,S01,E02,The Legend of the Gobblewonker
81,00:03:53.759,00:03:56.766,no!!! it's a jig of grave danger!,S01,E02,The Legend of the Gobblewonker
82,00:03:56.767,00:03:58.746,- hey! hey! - aaah!,S01,E02,The Legend of the Gobblewonker
83,00:03:58.747,00:04:00.780,"now, what did i tell you about scaring my customers?",S01,E02,The Legend of the Gobblewonker
84,00:04:00.781,00:04:02.779,"this is your last warning, dad.",S01,E02,The Legend of the Gobblewonker
85,00:04:02.780,00:04:06.721,"but i got proof this time, by gummity!",S01,E02,The Legend of the Gobblewonker
86,00:04:06.722,00:04:08.729,behold!,S01,E02,The Legend of the Gobblewonker
87,00:04:08.730,00:04:11.691,it's gobbledywonker what done did it!,S01,E02,The Legend of the Gobblewonker
88,00:04:11.692,00:04:13.684,"it had a long neck like a gee-raffe,",S01,E02,The Legend of the Gobblewonker
89,00:04:13.685,00:04:16.730,and wrinkly skin like... like this gentleman right here. - huh?,S01,E02,The Legend of the Gobblewonker
90,00:04:16.733,00:04:19.712,it chopped my boat up to smitheroons!,S01,E02,The Legend of the Gobblewonker
91,00:04:19.713,00:04:22.737,it shim-shammed over to scuttlebutt island!,S01,E02,The Legend of the Gobblewonker
92,00:04:22.738,00:04:24.733,ya gotta believe me!!!,S01,E02,The Legend of the Gobblewonker
93,00:04:24.734,00:04:26.729,"attention, all units.",S01,E02,The Legend of the Gobblewonker
94,00:04:26.730,00:04:29.692,we got ourselves a crazy old man.,S01,E02,The Legend of the Gobblewonker
95,00:04:32.776,00:04:36.713,"aw, donkey spittle! banjo polish...",S01,E02,The Legend of the Gobblewonker
